product_id,reference_number,image_path,status,error
446,2569/229/401,data/images/2569_229_401.jpg,ok,
447,6688/227/443,data/images/6688_227_443.jpg,ok,
448,7223/242/407,data/images/7223_242_407.jpg,ok,
449,4083/022/427,data/images/4083_022_427.jpg,ok,
450,7147/022/407,data/images/7147_022_407.jpg,ok,
451,5575/025/800,data/images/5575_025_800.jpg,ok,
452,8307/045/406,data/images/8307_045_406.jpg,ok,
453,0103/248/700,data/images/0103_248_700.jpg,ok,
454,4730/214/400,data/images/4730_214_400.jpg,ok,
455,5575/214/800,data/images/5575_214_800.jpg,ok,
456,4060/226/700,data/images/4060_226_700.jpg,ok,
457,2569/040/407,data/images/2569_040_407.jpg,ok,
458,6855/350/802,data/images/6855_350_802.jpg,ok,
459,8727/022/406,data/images/8727_022_406.jpg,ok,
460,1934/032/405,data/images/1934_032_405.jpg,ok,
461,8727/220/407,data/images/8727_220_407.jpg,ok,
462,3643/051/400,data/images/3643_051_400.jpg,ok,
463,4470/011/401,data/images/4470_011_401.jpg,ok,
464,6164/154/740,data/images/6164_154_740.jpg,ok,
465,6147/050/407,data/images/6147_050_407.jpg,ok,
466,4725/021/427,data/images/4725_021_427.jpg,ok,
467,3607/211/800,data/images/3607_211_800.jpg,ok,
468,5216/048/407,data/images/5216_048_407.jpg,ok,
469,5474/041/800,data/images/5474_041_800.jpg,ok,
470,4592/217/800,data/images/4592_217_800.jpg,ok,
471,3607/332/401,data/images/3607_332_401.jpg,ok,
472,8727/222/401,data/images/8727_222_401.jpg,ok,
474,6147/196/407,data/images/6147_196_407.jpg,ok,
475,9942/066/700,data/images/9942_066_700.jpg,ok,
476,4676/244/800,data/images/4676_244_800.jpg,ok,
477,4730/215/800,data/images/4730_215_800.jpg,ok,
478,6164/211/800,data/images/6164_211_800.jpg,ok,
479,8727/227/443,data/images/8727_227_443.jpg,ok,
480,9942/063/099,data/images/9942_063_099.jpg,ok,
481,9632/284/441,data/images/9632_284_441.jpg,ok,
482,8082/576/400,data/images/8082_576_400.jpg,ok,
483,6164/207/407,data/images/6164_207_407.jpg,ok,
484,6147/199/407,data/images/6147_199_407.jpg,ok,
485,6840/043/800,data/images/6840_043_800.jpg,ok,
486,6147/215/407,data/images/6147_215_407.jpg,ok,
487,8727/240/400,data/images/8727_240_400.jpg,ok,
488,0108/033/700,data/images/0108_033_700.jpg,ok,
489,6164/210/800,data/images/6164_210_800.jpg,ok,
490,8228/224/400,data/images/8228_224_400.jpg,ok,
491,4725/026/407,data/images/4725_026_407.jpg,ok,
492,4725/027/407,data/images/4725_027_407.jpg,ok,
493,1300/210/800,data/images/1300_210_800.jpg,ok,
494,6688/023/405,data/images/6688_023_405.jpg,ok,
495,8727/035/405,data/images/8727_035_405.jpg,ok,
496,5359/212/443,data/images/5359_212_443.jpg,ok,
497,9863/043/400,data/images/9863_043_400.jpg,ok,
498,5216/051/407,data/images/5216_051_407.jpg,ok,
499,2183/256/407,data/images/2183_256_407.jpg,ok,
500,6929/018/717,data/images/6929_018_717.jpg,ok,
